month_start_date,year_month,region,delivery_speed_bucket,bucket_order,orders,revenue,avg_review_score,detractor_orders,promoter_orders,detractor_rate_pct,avg_days_to_deliver,avg_days_vs_estimate,late_delivery_rate_pct
2017-09-01,2017-09,Northeast,8-14 days,3,159,35161.53,4.2,19,128,11.95,11.6,-14.72,0.0
2017-09-01,2017-09,Northeast,15-30 days,4,244,52250.03,4.23,22,201,9.02,20.3,-8.6,6.97
2017-09-01,2017-09,Northeast,30+ days,5,45,6602.35,2.38,28,13,62.22,39.84,11.73,95.56
2017-09-01,2017-09,Northeast,not delivered,99,16,4181.44,1.38,15,1,93.75,,,
2017-09-01,2017-09,South,0-3 days,1,13,2072.99,4.62,1,11,7.69,2.62,-14.31,0.0
2017-09-01,2017-09,South,4-7 days,2,72,8924.65,4.49,4,64,5.56,5.93,-16.76,0.0
2017-09-01,2017-09,South,8-14 days,3,312,53726.95,4.29,28,255,8.97,11.33,-15.25,0.0
2017-09-01,2017-09,South,15-30 days,4,194,31033.96,4.22,22,159,11.34,18.74,-8.74,5.15
2017-09-01,2017-09,South,30+ days,5,9,1070.1,2.67,5,4,55.56,35.22,7.67,77.78
2017-09-01,2017-09,South,not delivered,99,15,2262.81,1.67,13,2,86.67,,,
2017-09-01,2017-09,Southeast,0-3 days,1,211,25612.2,4.45,17,183,8.06,2.39,-11.91,0.0
2017-09-01,2017-09,Southeast,4-7 days,2,846,116606.83,4.39,63,726,7.45,5.68,-13.43,0.0
2017-09-01,2017-09,Southeast,8-14 days,3,1327,225157.25,4.35,107,1121,8.06,10.41,-11.93,0.6
2017-09-01,2017-09,Southeast,15-30 days,4,344,69408.5,3.92,59,251,17.15,18.79,-5.28,15.99
2017-09-01,2017-09,Southeast,30+ days,5,27,5026.45,2.15,18,7,66.67,45.15,21.89,96.3
2017-09-01,2017-09,Southeast,not delivered,99,94,11657.37,1.76,73,13,77.66,,,
2017-10-01,2017-10,Central-West,0-3 days,1,3,735.7,3.67,0,1,0.0,2.33,-7.0,0.0
2017-10-01,2017-10,Central-West,4-7 days,2,26,4821.41,4.23,4,21,15.38,6.08,-17.54,0.0
2017-10-01,2017-10,Central-West,8-14 days,3,146,27564.09,4.29,13,125,8.9,11.28,-14.92,0.0
2017-10-01,2017-10,Central-West,15-30 days,4,102,20297.2,4.29,7,86,6.86,19.19,-9.62,4.9
2017-10-01,2017-10,Central-West,30+ days,5,3,632.3,2.33,2,1,66.67,38.0,12.33,100.0
2017-10-01,2017-10,Central-West,not delivered,99,11,1493.69,2.09,7,4,63.64,,,
2017-10-01,2017-10,North,4-7 days,2,3,173.87,4.33,0,2,0.0,5.33,-26.33,0.0
2017-10-01,2017-10,North,8-14 days,3,19,2853.38,4.32,2,16,10.53,11.68,-26.32,0.0
2017-10-01,2017-10,North,15-30 days,4,54,12152.67,4.07,7,39,12.96,20.43,-18.5,0.0
2017-10-01,2017-10,North,30+ days,5,16,2321.9,4.13,2,12,12.5,39.06,-2.56,25.0
2017-10-01,2017-10,North,not delivered,99,4,234.32,1.0,4,0,100.0,,,
2017-10-01,2017-10,Northeast,4-7 days,2,16,5749.22,4.69,0,16,0.0,6.63,-19.38,0.0
2017-10-01,2017-10,Northeast,8-14 days,3,143,33633.62,4.31,13,121,9.09,11.56,-17.28,0.0
2017-10-01,2017-10,Northeast,15-30 days,4,270,57797.49,4.08,36,209,13.33,20.28,-10.3,4.81
2017-10-01,2017-10,Northeast,30+ days,5,42,10837.25,2.07,27,5,64.29,38.79,8.48,76.19
2017-10-01,2017-10,Northeast,not delivered,99,16,2511.69,1.69,12,2,75.0,,,
2017-10-01,2017-10,South,0-3 days,1,10,2121.5,4.1,1,8,10.0,2.7,-17.1,0.0
2017-10-01,2017-10,South,4-7 days,2,66,9895.28,4.3,6,53,9.09,6.09,-17.24,0.0
2017-10-01,2017-10,South,8-14 days,3,336,63514.02,4.28,26,280,7.74,11.0,-16.51,0.0
2017-10-01,2017-10,South,15-30 days,4,191,27774.49,4.14,23,147,12.04,18.9,-9.17,4.71
2017-10-01,2017-10,South,30+ days,5,13,2046.14,1.77,11,2,84.62,38.62,9.77,76.92
2017-10-01,2017-10,South,not delivered,99,20,1532.56,1.85,15,3,75.0,,,
2017-10-01,2017-10,Southeast,0-3 days,1,247,30110.58,4.45,17,217,6.88,2.38,-11.59,0.0
2017-10-01,2017-10,Southeast,4-7 days,2,941,133426.36,4.32,84,780,8.93,5.76,-13.88,0.0
2017-10-01,2017-10,Southeast,8-14 days,3,1377,229767.43,4.28,127,1145,9.22,10.33,-12.33,0.58
2017-10-01,2017-10,Southeast,15-30 days,4,415,66755.42,3.87,74,296,17.83,18.52,-5.51,16.14
2017-10-01,2017-10,Southeast,30+ days,5,39,6135.69,1.72,31,5,79.49,42.79,17.74,92.31
2017-10-01,2017-10,Southeast,not delivered,99,102,12423.1,1.58,83,9,81.37,,,
2017-11-01,2017-11,Central-West,0-3 days,1,1,151.22,5.0,0,1,0.0,1.0,-13.0,0.0
2017-11-01,2017-11,Central-West,4-7 days,2,14,2042.91,4.21,2,12,14.29,6.21,-17.36,0.0
2017-11-01,2017-11,Central-West,8-14 days,3,187,32459.37,4.42,17,160,9.09,11.23,-14.02,0.0
2017-11-01,2017-11,Central-West,15-30 days,4,191,36063.77,3.95,30,135,15.71,20.05,-6.85,9.42
2017-11-01,2017-11,Central-West,30+ days,5,32,4057.11,1.72,24,2,75.0,40.31,13.84,100.0
2017-11-01,2017-11,Central-West,not delivered,99,18,2424.35,1.61,15,3,83.33,,,
2017-11-01,2017-11,North,4-7 days,2,2,269.32,4.5,0,2,0.0,6.0,-26.5,0.0
2017-11-01,2017-11,North,8-14 days,3,13,2686.07,4.46,0,11,0.0,12.38,-23.69,0.0
2017-11-01,2017-11,North,15-30 days,4,78,18830.59,4.03,12,58,15.38,21.55,-15.35,1.28
2017-11-01,2017-11,North,30+ days,5,31,7509.74,2.77,16,13,51.61,39.74,-1.06,45.16
2017-11-01,2017-11,North,not delivered,99,1,59.05,1.0,1,0,100.0,,,
2017-11-01,2017-11,Northeast,0-3 days,1,2,172.22,5.0,0,2,0.0,2.5,-12.5,0.0
2017-11-01,2017-11,Northeast,4-7 days,2,11,1972.52,4.64,1,10,9.09,6.09,-20.82,0.0
2017-11-01,2017-11,Northeast,8-14 days,3,169,29024.58,4.23,15,136,8.88,11.77,-16.25,0.0
2017-11-01,2017-11,Northeast,15-30 days,4,368,70727.62,3.96,61,277,16.58,21.2,-7.63,8.7
2017-11-01,2017-11,Northeast,30+ days,5,125,25588.53,1.95,91,23,72.8,42.24,12.42,91.2
2017-11-01,2017-11,Northeast,not delivered,99,23,1640.72,1.74,19,4,82.61,,,
2017-11-01,2017-11,South,0-3 days,1,13,1673.29,4.77,0,12,0.0,2.54,-16.0,0.0
2017-11-01,2017-11,South,4-7 days,2,80,12582.03,4.26,10,65,12.5,6.04,-16.84,0.0
2017-11-01,2017-11,South,8-14 days,3,449,76208.56,4.33,40,372,8.91,11.37,-14.47,0.0
2017-11-01,2017-11,South,15-30 days,4,426,61450.71,3.96,68,313,15.96,20.21,-7.49,9.86
2017-11-01,2017-11,South,30+ days,5,94,13853.83,1.86,69,14,73.4,41.15,12.81,90.43
2017-11-01,2017-11,South,not delivered,99,41,5430.25,1.59,33,3,80.49,,,
2017-11-01,2017-11,Southeast,0-3 days,1,272,31611.38,4.33,28,227,10.29,2.52,-12.46,0.0
2017-11-01,2017-11,Southeast,4-7 days,2,1097,146609.22,4.32,93,918,8.48,5.68,-12.32,0.0
2017-11-01,2017-11,Southeast,8-14 days,3,2093,322702.84,4.25,203,1700,9.7,10.79,-11.07,0.19
2017-11-01,2017-11,Southeast,15-30 days,4,1281,210398.07,3.8,250,877,19.52,19.85,-3.63,24.12
2017-11-01,2017-11,Southeast,30+ days,5,259,44583.87,1.69,206,31,79.54,43.64,19.88,97.68
2017-11-01,2017-11,Southeast,not delivered,99,173,16360.03,1.57,147,19,84.97,,,
2017-12-01,2017-12,Central-West,0-3 days,1,2,66.69,5.0,0,2,0.0,1.5,-16.5,0.0
2017-12-01,2017-12,Central-West,4-7 days,2,24,4577.74,4.13,4,18,16.67,6.17,-22.17,0.0
2017-12-01,2017-12,Central-West,8-14 days,3,99,15200.9,4.34,11,85,11.11,11.28,-19.58,0.0
2017-12-01,2017-12,Central-West,15-30 days,4,186,29087.08,4.12,23,144,12.37,20.58,-10.39,2.69
2017-12-01,2017-12,Central-West,30+ days,5,25,5586.76,2.2,16,6,64.0,38.56,4.56,68.0
2017-12-01,2017-12,Central-West,not delivered,99,7,1247.52,1.29,6,0,85.71,,,
2017-12-01,2017-12,North,8-14 days,3,14,4979.35,4.57,0,13,0.0,12.64,-29.5,0.0
2017-12-01,2017-12,North,15-30 days,4,57,8483.09,4.02,6,43,10.53,22.96,-19.11,0.0
2017-12-01,2017-12,North,30+ days,5,27,6576.24,3.74,7,20,25.93,36.59,-7.63,14.81
2017-12-01,2017-12,Northeast,0-3 days,1,1,199.79,5.0,0,1,0.0,3.0,-20.0,0.0
2017-12-01,2017-12,Northeast,4-7 days,2,18,4944.65,4.56,1,17,5.56,5.72,-21.44,0.0
2017-12-01,2017-12,Northeast,8-14 days,3,111,18730.77,4.16,10,89,9.01,11.81,-22.19,0.0
2017-12-01,2017-12,Northeast,15-30 days,4,316,54342.6,4.2,26,253,8.23,21.38,-13.23,0.32
2017-12-01,2017-12,Northeast,30+ days,5,84,15132.32,2.81,40,34,47.62,41.77,6.93,64.29
2017-12-01,2017-12,Northeast,not delivered,99,11,2422.3,1.73,9,2,81.82,,,
2017-12-01,2017-12,South,0-3 days,1,13,4541.93,4.54,0,11,0.0,2.23,-18.85,0.0
2017-12-01,2017-12,South,4-7 days,2,65,11455.79,4.25,6,51,9.23,6.06,-22.74,0.0
2017-12-01,2017-12,South,8-14 days,3,261,33092.22,4.37,21,222,8.05,11.11,-20.22,0.0
2017-12-01,2017-12,South,15-30 days,4,321,47377.09,4.05,44,247,13.71,20.74,-12.69,0.62
2017-12-01,2017-12,South,30+ days,5,71,15879.2,2.56,37,21,52.11,39.85,3.44,66.2
2017-12-01,2017-12,South,not delivered,99,16,628.12,1.56,14,2,87.5,,,
2017-12-01,2017-12,Southeast,0-3 days,1,264,25648.68,4.5,15,230,5.68,2.43,-17.13,0.0
2017-12-01,2017-12,Southeast,4-7 days,2,821,102331.42,4.37,76,699,9.26,5.66,-16.85,0.0
2017-12-01,2017-12,Southeast,8-14 days,3,1437,209581.25,4.31,127,1201,8.84,10.66,-16.05,0.0
2017-12-01,2017-12,Southeast,15-30 days,4,1072,174652.92,3.9,191,774,17.82,20.13,-8.65,7.37
2017-12-01,2017-12,Southeast,30+ days,5,224,50609.81,2.0,162,44,72.32,40.94,10.29,90.18
2017-12-01,2017-12,Southeast,not delivered,99,126,16171.0,1.45,111,12,88.1,,,
2018-01-01,2018-01,Central-West,0-3 days,1,6,677.55,4.33,1,5,16.67,2.33,-18.83,0.0
2018-01-01,2018-01,Central-West,4-7 days,2,34,5099.01,4.21,5,29,14.71,6.32,-20.0,0.0
2018-01-01,2018-01,Central-West,8-14 days,3,193,25928.37,4.2,20,153,10.36,11.03,-17.23,0.0
2018-01-01,2018-01,Central-West,15-30 days,4,180,27292.44,4.13,17,134,9.44,20.02,-10.94,2.22
2018-01-01,2018-01,Central-West,30+ days,5,19,6111.63,2.42,12,7,63.16,38.79,3.0,68.42
2018-01-01,2018-01,Central-West,not delivered,99,7,2493.56,1.29,6,0,85.71,,,
2018-01-01,2018-01,North,4-7 days,2,2,843.3,3.0,0,0,0.0,6.5,-48.0,0.0
2018-01-01,2018-01,North,8-14 days,3,21,3288.31,4.1,2,17,9.52,12.67,-26.81,0.0
2018-01-01,2018-01,North,15-30 days,4,78,17008.02,4.04,12,58,15.38,22.08,-21.22,0.0
2018-01-01,2018-01,North,30+ days,5,34,9008.44,3.38,10,20,29.41,39.65,-9.59,20.59
2018-01-01,2018-01,North,not delivered,99,3,837.18,1.33,3,0,100.0,,,
2018-01-01,2018-01,Northeast,0-3 days,1,4,169.08,4.75,0,4,0.0,2.5,-17.0,0.0
2018-01-01,2018-01,Northeast,4-7 days,2,18,2440.19,4.56,1,17,5.56,5.61,-20.61,0.0
2018-01-01,2018-01,Northeast,8-14 days,3,201,36818.28,4.29,19,166,9.45,11.79,-19.92,0.0
2018-01-01,2018-01,Northeast,15-30 days,4,328,55560.34,4.11,39,244,11.89,20.45,-12.84,0.61
2018-01-01,2018-01,Northeast,30+ days,5,86,24893.79,2.43,52,27,60.47,42.42,5.56,66.28
2018-01-01,2018-01,Northeast,not delivered,99,35,5090.33,1.71,26,4,74.29,,,
2018-01-01,2018-01,South,0-3 days,1,19,2287.7,4.21,2,14,10.53,2.79,-17.16,0.0
2018-01-01,2018-01,South,4-7 days,2,86,11808.19,4.52,6,77,6.98,5.69,-20.73,0.0
2018-01-01,2018-01,South,8-14 days,3,363,52283.13,4.29,37,301,10.19,11.01,-18.64,0.0
2018-01-01,2018-01,South,15-30 days,4,491,69706.8,4.09,63,376,12.83,20.38,-10.98,1.83
2018-01-01,2018-01,South,30+ days,5,90,14924.3,2.64,45,29,50.0,38.4,1.84,64.44
2018-01-01,2018-01,South,not delivered,99,16,5166.75,1.5,13,1,81.25,,,
2018-01-01,2018-01,Southeast,0-3 days,1,368,44445.29,4.43,28,320,7.61,2.51,-14.89,0.0
2018-01-01,2018-01,Southeast,4-7 days,2,1253,171468.78,4.37,100,1056,7.98,5.74,-15.3,0.0
2018-01-01,2018-01,Southeast,8-14 days,3,1930,282578.65,4.25,203,1564,10.52,10.55,-14.94,0.0
2018-01-01,2018-01,Southeast,15-30 days,4,1072,173410.1,3.88,185,759,17.26,19.64,-8.73,10.07
2018-01-01,2018-01,Southeast,30+ days,5,193,39835.77,1.96,140,36,72.54,44.53,12.2,75.13
2018-01-01,2018-01,Southeast,not delivered,99,139,15826.61,1.5,118,12,84.89,,,
2018-02-01,2018-02,Central-West,0-3 days,1,3,296.93,3.67,1,2,33.33,2.0,-14.0,0.0
2018-02-01,2018-02,Central-West,4-7 days,2,8,905.16,3.88,1,6,12.5,5.0,-16.13,0.0
2018-02-01,2018-02,Central-West,8-14 days,3,88,13185.37,4.41,4,74,4.55,11.84,-14.68,0.0
2018-02-01,2018-02,Central-West,15-30 days,4,306,42933.58,3.99,41,230,13.4,20.3,-8.24,8.17
2018-02-01,2018-02,Central-West,30+ days,5,42,8562.1,1.55,35,5,83.33,39.69,12.64,92.86
2018-02-01,2018-02,Central-West,not delivered,99,5,359.18,1.2,5,0,100.0,,,
2018-02-01,2018-02,North,8-14 days,3,4,672.42,4.5,0,4,0.0,12.5,-18.25,0.0
2018-02-01,2018-02,North,15-30 days,4,70,13361.51,4.13,7,54,10.0,23.21,-15.06,4.29
2018-02-01,2018-02,North,30+ days,5,32,6489.43,2.91,13,12,40.63,42.25,3.25,46.88
2018-02-01,2018-02,North,not delivered,99,5,446.48,1.0,5,0,100.0,,,
2018-02-01,2018-02,Northeast,0-3 days,1,3,367.43,3.67,1,2,33.33,2.67,-12.67,0.0
2018-02-01,2018-02,Northeast,4-7 days,2,10,2044.8,4.1,1,7,10.0,6.1,-19.5,0.0
2018-02-01,2018-02,Northeast,8-14 days,3,99,19852.2,4.38,6,83,6.06,12.05,-17.63,0.0
2018-02-01,2018-02,Northeast,15-30 days,4,359,61301.1,3.94,56,254,15.6,21.24,-9.77,6.13
2018-02-01,2018-02,Northeast,30+ days,5,130,26373.15,2.18,85,36,65.38,42.6,11.13,82.31
2018-02-01,2018-02,Northeast,not delivered,99,17,3328.79,1.94,12,3,70.59,,,
2018-02-01,2018-02,South,0-3 days,1,7,1255.4,3.43,3,4,42.86,3.0,-19.29,0.0
2018-02-01,2018-02,South,4-7 days,2,58,7682.77,4.45,4,52,6.9,5.95,-17.14,0.0
2018-02-01,2018-02,South,8-14 days,3,287,38905.06,4.32,21,242,7.32,11.31,-15.36,0.0
2018-02-01,2018-02,South,15-30 days,4,478,76377.9,4.01,72,364,15.06,20.58,-8.97,7.32
2018-02-01,2018-02,South,30+ days,5,122,19746.34,2.3,76,33,62.3,38.33,8.46,85.25
2018-02-01,2018-02,South,not delivered,99,15,1975.15,1.93,12,3,80.0,,,
2018-02-01,2018-02,Southeast,0-3 days,1,288,33780.46,4.44,23,251,7.99,2.44,-13.72,0.0
2018-02-01,2018-02,Southeast,4-7 days,2,796,102038.99,4.34,70,666,8.79,5.68,-12.92,0.0
2018-02-01,2018-02,Southeast,8-14 days,3,1714,231493.77,4.26,169,1418,9.86,10.96,-12.94,0.23
2018-02-01,2018-02,Southeast,15-30 days,4,1290,198376.38,3.63,316,804,24.5,20.13,-5.76,18.06
2018-02-01,2018-02,Southeast,30+ days,5,362,60210.25,1.61,294,36,81.22,44.48,18.85,93.92
2018-02-01,2018-02,Southeast,not delivered,99,130,14586.86,1.65,105,16,80.77,,,
2018-03-01,2018-03,Central-West,0-3 days,1,1,22.6,5.0,0,1,0.0,2.0,-9.0,0.0
2018-03-01,2018-03,Central-West,4-7 days,2,15,2522.42,4.67,0,14,0.0,6.4,-14.6,0.0
2018-03-01,2018-03,Central-West,8-14 days,3,141,24318.45,4.14,14,111,9.93,11.52,-11.89,0.0
2018-03-01,2018-03,Central-West,15-30 days,4,195,32652.05,3.7,44,130,22.56,20.89,-4.48,25.13
2018-03-01,2018-03,Central-West,30+ days,5,45,5683.52,1.89,32,6,71.11,37.53,11.8,93.33
2018-03-01,2018-03,Central-West,not delivered,99,13,2872.57,1.62,10,1,76.92,,,
2018-03-01,2018-03,North,8-14 days,3,13,4181.31,4.15,2,11,15.38,12.69,-22.0,0.0
2018-03-01,2018-03,North,15-30 days,4,49,11599.35,3.51,14,28,28.57,24.59,-10.45,4.08
2018-03-01,2018-03,North,30+ days,5,58,12214.13,2.31,36,17,62.07,45.34,6.4,72.41
2018-03-01,2018-03,North,not delivered,99,8,2416.16,1.25,7,0,87.5,,,
2018-03-01,2018-03,Northeast,0-3 days,1,2,393.42,4.0,0,1,0.0,2.5,-23.0,0.0
2018-03-01,2018-03,Northeast,4-7 days,2,14,3463.57,4.43,1,13,7.14,6.29,-18.93,0.0
2018-03-01,2018-03,Northeast,8-14 days,3,120,26507.45,4.24,7,95,5.83,11.56,-14.11,0.0
2018-03-01,2018-03,Northeast,15-30 days,4,322,65401.79,4.01,55,240,17.08,21.43,-6.73,15.53
2018-03-01,2018-03,Northeast,30+ days,5,181,42880.51,1.96,128,35,70.72,39.13,10.45,88.4
2018-03-01,2018-03,Northeast,not delivered,99,30,4471.49,1.5,25,2,83.33,,,
2018-03-01,2018-03,South,0-3 days,1,18,3421.35,4.83,0,18,0.0,2.72,-14.11,0.0
2018-03-01,2018-03,South,4-7 days,2,89,14138.54,4.46,5,80,5.62,5.96,-15.51,0.0
2018-03-01,2018-03,South,8-14 days,3,343,53871.89,4.24,37,278,10.79,11.12,-13.69,0.0
2018-03-01,2018-03,South,15-30 days,4,477,79912.01,3.75,98,320,20.55,20.62,-5.83,18.03
2018-03-01,2018-03,South,30+ days,5,96,16571.92,2.1,65,20,67.71,38.77,11.82,92.71
2018-03-01,2018-03,South,not delivered,99,24,3420.67,1.79,17,3,70.83,,,
2018-03-01,2018-03,Southeast,0-3 days,1,365,40925.06,4.44,31,321,8.49,2.39,-11.53,0.0
2018-03-01,2018-03,Southeast,4-7 days,2,1114,147286.77,4.35,101,940,9.07,5.57,-10.79,0.0
2018-03-01,2018-03,Southeast,8-14 days,3,1606,241009.56,4.21,168,1305,10.46,10.79,-10.75,1.62
2018-03-01,2018-03,Southeast,15-30 days,4,1320,218264.23,3.5,362,791,27.42,20.66,-3.49,30.98
2018-03-01,2018-03,Southeast,30+ days,5,419,73356.34,1.81,318,67,75.89,40.91,14.37,89.02
2018-03-01,2018-03,Southeast,not delivered,99,133,21347.69,1.73,105,17,78.95,,,
2018-04-01,2018-04,Central-West,0-3 days,1,7,567.46,4.14,1,5,14.29,2.57,-12.71,0.0
2018-04-01,2018-04,Central-West,4-7 days,2,31,5767.17,4.26,4,27,12.9,6.39,-17.23,0.0
2018-04-01,2018-04,Central-West,8-14 days,3,186,30558.44,4.43,14,162,7.53,11.18,-14.55,0.0
2018-04-01,2018-04,Central-West,15-30 days,4,156,25417.88,4.1,18,123,11.54,19.26,-8.57,5.77
2018-04-01,2018-04,Central-West,30+ days,5,5,1982.4,2.0,4,1,80.0,40.8,12.8,80.0
2018-04-01,2018-04,Central-West,not delivered,99,7,1208.25,2.14,5,2,71.43,,,
2018-04-01,2018-04,North,4-7 days,2,3,214.28,4.33,0,3,0.0,6.67,-25.0,0.0
2018-04-01,2018-04,North,8-14 days,3,9,1151.61,3.89,1,6,11.11,12.0,-22.89,0.0
2018-04-01,2018-04,North,15-30 days,4,58,15611.35,4.14,5,46,8.62,22.09,-14.28,1.72
2018-04-01,2018-04,North,30+ days,5,43,9601.01,2.86,18,18,41.86,40.7,0.0,51.16
2018-04-01,2018-04,North,not delivered,99,5,663.5,1.6,4,0,80.0,,,
2018-04-01,2018-04,Northeast,0-3 days,1,1,159.68,4.0,0,1,0.0,2.0,-12.0,0.0
2018-04-01,2018-04,Northeast,4-7 days,2,17,2385.56,4.35,2,14,11.76,5.76,-19.24,0.0
2018-04-01,2018-04,Northeast,8-14 days,3,127,29957.07,4.34,10,111,7.87,11.8,-16.39,0.0
2018-04-01,2018-04,Northeast,15-30 days,4,362,71467.64,3.99,52,272,14.36,21.44,-7.63,9.94
2018-04-01,2018-04,Northeast,30+ days,5,95,20265.4,2.04,63,20,66.32,42.94,12.45,85.26
2018-04-01,2018-04,Northeast,not delivered,99,25,4936.08,2.12,18,7,72.0,,,
2018-04-01,2018-04,South,0-3 days,1,23,5609.32,4.13,4,18,17.39,2.57,-13.09,0.0
2018-04-01,2018-04,South,4-7 days,2,189,39342.04,4.49,16,167,8.47,5.95,-18.26,0.0
2018-04-01,2018-04,South,8-14 days,3,540,98372.65,4.35,46,460,8.52,10.65,-17.08,0.19
2018-04-01,2018-04,South,15-30 days,4,204,41379.29,4.21,20,166,9.8,18.9,-10.26,2.94
2018-04-01,2018-04,South,30+ days,5,16,2228.68,2.06,10,3,62.5,36.44,9.88,93.75
2018-04-01,2018-04,South,not delivered,99,10,3610.7,2.0,7,2,70.0,,,
2018-04-01,2018-04,Southeast,0-3 days,1,594,74587.41,4.44,39,516,6.57,2.38,-13.03,0.0
2018-04-01,2018-04,Southeast,4-7 days,2,1610,230492.35,4.4,131,1388,8.14,5.61,-14.78,0.0
2018-04-01,2018-04,Southeast,8-14 days,3,1826,303894.92,4.24,192,1486,10.51,10.31,-14.59,0.38
2018-04-01,2018-04,Southeast,15-30 days,4,629,112113.43,3.8,125,430,19.87,19.23,-9.05,11.45
2018-04-01,2018-04,Southeast,30+ days,5,67,9751.89,2.19,45,15,67.16,41.66,12.46,77.61
2018-04-01,2018-04,Southeast,not delivered,99,94,16400.58,1.93,69,17,73.4,,,
2018-05-01,2018-05,Central-West,0-3 days,1,6,751.98,4.0,1,4,16.67,2.33,-12.67,0.0
2018-05-01,2018-05,Central-West,4-7 days,2,47,10706.95,4.28,5,38,10.64,6.06,-16.74,0.0
2018-05-01,2018-05,Central-West,8-14 days,3,193,44512.66,4.28,21,163,10.88,10.53,-15.33,0.0
2018-05-01,2018-05,Central-West,15-30 days,4,131,23663.1,4.16,14,105,10.69,19.4,-8.16,14.5
2018-05-01,2018-05,Central-West,30+ days,5,9,2589.06,2.11,6,2,66.67,35.67,6.11,77.78
2018-05-01,2018-05,Central-West,not delivered,99,9,774.46,2.0,6,2,66.67,,,
2018-05-01,2018-05,North,4-7 days,2,2,138.05,5.0,0,2,0.0,5.5,-32.5,0.0
2018-05-01,2018-05,North,8-14 days,3,7,738.94,4.71,0,7,0.0,10.43,-17.29,0.0
2018-05-01,2018-05,North,15-30 days,4,64,15148.8,4.34,6,56,9.38,22.02,-18.58,6.25
2018-05-01,2018-05,North,30+ days,5,18,4651.43,3.17,7,8,38.89,34.61,-4.17,27.78
2018-05-01,2018-05,Northeast,0-3 days,1,7,455.35,4.71,0,7,0.0,2.71,-19.14,0.0
2018-05-01,2018-05,Northeast,4-7 days,2,27,7584.34,4.44,2,25,7.41,5.74,-17.78,0.0
2018-05-01,2018-05,Northeast,8-14 days,3,132,19781.2,4.36,11,113,8.33,11.56,-18.02,0.76
2018-05-01,2018-05,Northeast,15-30 days,4,319,65606.37,4.03,44,240,13.79,21.23,-9.34,9.72
2018-05-01,2018-05,Northeast,30+ days,5,65,13452.33,2.94,27,28,41.54,37.97,5.82,75.38
2018-05-01,2018-05,Northeast,not delivered,99,11,795.9,1.64,8,0,72.73,,,
2018-05-01,2018-05,South,0-3 days,1,19,2280.0,4.79,1,18,5.26,2.37,-10.37,0.0
2018-05-01,2018-05,South,4-7 days,2,190,37299.38,4.41,14,161,7.37,6.06,-16.96,0.0
2018-05-01,2018-05,South,8-14 days,3,370,62417.62,4.39,24,320,6.49,10.71,-17.25,0.27
2018-05-01,2018-05,South,15-30 days,4,287,49727.14,4.13,36,227,12.54,19.74,-8.53,9.76
2018-05-01,2018-05,South,30+ days,5,18,3782.19,2.61,10,6,55.56,35.5,9.17,88.89
2018-05-01,2018-05,South,not delivered,99,5,875.31,3.4,2,3,40.0,,,
2018-05-01,2018-05,Southeast,0-3 days,1,657,76974.44,4.51,40,589,6.09,2.34,-11.21,0.0
2018-05-01,2018-05,Southeast,4-7 days,2,1724,269559.57,4.41,124,1479,7.19,5.63,-13.77,0.0
2018-05-01,2018-05,Southeast,8-14 days,3,1489,241819.14,4.3,140,1239,9.4,10.45,-14.74,1.61
2018-05-01,2018-05,Southeast,15-30 days,4,908,165682.12,3.8,174,616,19.16,19.3,-6.8,22.47
2018-05-01,2018-05,Southeast,30+ days,5,60,9452.36,2.23,35,11,58.33,41.33,15.3,90.0
2018-05-01,2018-05,Southeast,not delivered,99,99,18561.63,1.68,80,11,80.81,,,
2018-06-01,2018-06,Central-West,0-3 days,1,3,329.08,5.0,0,3,0.0,2.0,-10.0,0.0
2018-06-01,2018-06,Central-West,4-7 days,2,73,10409.57,4.48,6,65,8.22,6.07,-21.49,0.0
2018-06-01,2018-06,Central-West,8-14 days,3,222,39154.11,4.36,18,190,8.11,10.73,-20.87,0.0
2018-06-01,2018-06,Central-West,15-30 days,4,56,12487.42,3.98,8,43,14.29,17.11,-18.16,1.79
2018-06-01,2018-06,Central-West,30+ days,5,5,1651.4,2.8,2,2,40.0,45.0,13.0,60.0
2018-06-01,2018-06,Central-West,not delivered,99,3,828.45,2.33,2,1,66.67,,,
2018-06-01,2018-06,North,4-7 days,2,2,383.04,4.0,0,1,0.0,6.0,-44.0,0.0
2018-06-01,2018-06,North,8-14 days,3,39,9498.9,4.21,3,31,7.69,11.69,-29.59,0.0
2018-06-01,2018-06,North,15-30 days,4,57,12828.08,4.26,4,47,7.02,19.88,-25.28,0.0
2018-06-01,2018-06,North,30+ days,5,2,345.26,4.5,0,2,0.0,39.0,-13.5,0.0
2018-06-01,2018-06,North,not delivered,99,1,0.0,2.0,1,0,100.0,,,
2018-06-01,2018-06,Northeast,0-3 days,1,2,1227.91,3.0,1,1,50.0,2.0,-24.5,0.0
2018-06-01,2018-06,Northeast,4-7 days,2,25,3617.53,4.44,1,23,4.0,6.12,-24.76,0.0
2018-06-01,2018-06,Northeast,8-14 days,3,245,61189.54,4.31,20,201,8.16,11.17,-23.31,0.0
2018-06-01,2018-06,Northeast,15-30 days,4,231,48803.24,4.39,15,198,6.49,19.54,-15.72,2.6
2018-06-01,2018-06,Northeast,30+ days,5,41,10478.62,2.68,20,16,48.78,40.56,3.56,53.66
